,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
7225,3,intĕrlăʹrd,F.,,,v.,59.0,121,interlard
7226,3,intĕrleaʹve,,,,v.,60.0,121,interleave
7227,3,intĕrlīʹne,L.,,,v.,61.0,121,interline
7228,7,intĕrlĭnėȧʹtion,,,,n.,62.0,121,interlineation
7229,6,intĕrlĭʹnėȧry,,,,a.,63.0,121,interlineary
7230,3,intĕrlŏcūʹtion,,,,n.,64.0,121,interlocution
7231,4,intĕrlōʹpe,,,,v.,65.0,121,interlope
7232,4,intĕrlōʹp_e_rs,,,,n.,66.0,121,interlopers
7233,3,intĕrlūʹcent,,,,n.,67.0,121,interlucent
7234,5,iʹntĕrlūde,L.,,,n.,68.0,121,interlude
7235,4,intĕrlūʹnĭum,L.,,,n.,69.0,121,interlunium
7236,5,intĕrmĕʹddle,F.,,,v.,70.0,121,intermeddle
7237,5,intĕrmĕʹdĭum,L.,,,n.,71.0,121,intermedium
7238,4,intĕrmĕʹdĭāte,L.,,,a.,72.0,121,intermediate
7239,4,intĕrmĭʹngle,F.,,,v.,73.0,121,intermingle
7240,5,intĕrmĭʹſſion,,,,n.,2.0,122,intermission
7241,3,intĕrmiʹt,L.,,,v.,3.0,122,intermit
7242,4,intĕrmĭʹttent,,,,a.,4.0,122,intermittent
7243,3,intĕrmĭʹx,L.,,,v.,5.0,122,intermix
7244,4,intĕrmŭʹndāne,L.,,,a.,6.0,122,intermundane
7245,4,intĕrmūʹral,L.,,,a.,7.0,122,intermural
7246,3,intĕʹrnal,L.,,,a.,8.0,122,internal
7247,3,intĕrpleaʹd,,,,v.,9.0,122,interplead
7248,4,intĕʹrpŏlāte,L.,,,v.,10.0,122,interpolate
7249,6,intĕrpŏlāʹtion,,,,n.,11.0,122,interpolation
7250,5,intĕrpŏlāʹtor,L.,,,n.,12.0,122,interpolator
7251,3,intĕrpōſe,F.,nbSyll>1 et pas d'accent tonic,,v.,13.0,122,interpose
7252,6,intĕrpŏsĭʹtion,F.,,,n.,14.0,122,interposition
7253,3,intĕʹrprĕt,L.,,,v.,15.0,122,interpret
7254,6,intĕrprĕtāʹtion,,,,n.,16.0,122,interpretation
7255,4,intĕʹrprĕt_e_r,,,,n.,17.0,122,interpreter
7256,2,intĕʹr,F.,,,v.,18.0,122,inter
7257,2,intĕʹrment,F.,,,n.,19.0,122,interment
7258,4,intĕrrĕʹgnum,L.,,,n.,20.0,122,interregnum
7259,4,intĕʹrrŏgāte,L.,,,v.,21.0,122,interrogate
7260,6,intĕrrŏgāʹtion,,,,n.,22.0,122,interrogation
7261,6,intĕrrŏʹgătories,,,,n.,23.0,122,interrogatories
7262,3,intĕrsĕʹct,L.,,,v.,24.0,122,intersect
7263,5,intĕrſeʹction,,,,n.,25.0,122,intersection
7264,5,intĕrsĕʹmĭnāte,L.,,,v.,26.0,122,interseminate
7265,3,intĕrſpĕʹrfe,L.,,,v.,27.0,122,intersperfe
7266,4,intĕʹrſlĭces,,,,n.,28.0,122,interslices
7267,3,iʹntĕrval,,,,n.,29.0,122,interval
7268,3,intĕrvēʹne,,,,v.,30.0,122,intervene
7269,5,intĕrvĕʹntion,,,,n.,31.0,122,intervention
7270,3,iʹntĕrview,F.,,,n.,32.0,122,interview
7271,4,intĕrwōʹv_e_n,,,,a.,33.0,122,interwoven
7272,3,intĕʹſtāte,L.,,,a.,34.0,122,intestate
7273,3,intĕʹſtĭne,L.,,,a.,35.0,122,intestine
7274,3,intĕʹſtĭnes,L.,,,n.,36.0,122,intestines
7275,2,inthraʹl,,,,v.,37.0,122,inthral
7276,2,inthrōʹne,,,,n.,38.0,122,inthrone
7277,3,intīʹc_e_ment,,,,n.,39.0,122,inticement
7278,4,iʹntĭmăcy,,,,n.,40.0,122,intimacy
7279,3,iʹntĭmāte,L.,,,n.,41.0,122,intimate
7280,5,intĭmāʹtion,L.,,,n.,42.0,122,intimation
7281,4,intĭʹmĭdāte,,,,v.,43.0,122,intimidate
7282,2,intīʹre,F.,,,a.,44.0,122,intire
7283,2,intīʹtle,,,,v.,45.0,122,intitle
7284,5,intŏʹlĕrable,,,,a.,46.0,122,intolerable
7285,2,intoʹm_b_ ,,,,v.,47.0,122,intomb 
7286,4,intŏʹxicāte,,,,v.,48.0,122,intoxicate
7287,4,intrăʹctable,L.,,,a.,49.0,122,intractable
7288,2,iʹntrails,,,,n.,50.0,122,intrails
7289,3,intrăʹnced,,,,a.,51.0,122,intranced
7290,4,intrănsĭtive,L.,nbSyll>1 et pas d'accent tonic,,a.,52.0,122,intransitive
7291,2,intrăʹp ,F.,,,v.,53.0,122,intrap 
7292,2,intreaʹt,F.,,,v.,54.0,122,intreat
7293,3,intreaʹty,,,,n.,55.0,122,intreaty
7294,2,intrĕʹnch,,,,v.,56.0,122,intrench
7295,3,intrĕʹnchment,,,,n.,57.0,122,intrenchment
7296,3,intrĕʹpid,,,,a.,58.0,122,intrepid
7297,5,intrĕpĭʹdĭty,,,,n.,59.0,122,intrepidity
7298,4,iʹntrĭcacy,,,,n.,60.0,122,intricacy
7299,3,iʹntrĭʹcâte,L.,,,a.,61.0,122,intricate
7300,2,intrĭʹg_ue_,F.,,,n.,62.0,122,intrigue
7301,3,intrĭʹnfic,L.,,,a.,63.0,122,intrinfic
7302,3,introdūʹce,,,,v.,64.0,122,introduce
7303,5,introduʹction,,,,n.,65.0,122,introduction
7304,4,introduʹctive,,,,a.,66.0,122,introductive
7305,5,introſpĕʹction,L.,,,n.,67.0,122,introspection
7306,2,intrūʹde,L.,,,v.,68.0,122,intrude
7307,3,intrūʹd_e_r ,,,,n.,69.0,122,intruder 
7308,4,intrūʹſion,,,,n.,70.0,122,intrusion
7309,2,intrŭʹſt,,,,v.,71.0,122,intrust
7310,5,intūĭʹtion,L.,,,n.,72.0,122,intuition
7311,4,intūʹitive,L.,,,a.,73.0,122,intuitive
7312,2,invāʹde,L.,,,v.,2.0,123,invade
7313,3,invăʹlid,L.,,,a.,3.0,123,invalid
7314,3,invaliʹd,,,,n.,4.0,123,invalid
7315,4,invăʹlĭʹdāte,,,,v.,5.0,123,invalidate
7316,5,invălĭʹdĭty,F.,,,n.,6.0,123,invalidity
7317,5,invāʹrĭable,F.,,,a.,7.0,123,invariable
7318,6,invāʹrĭabl_e_neſs,,,,n.,8.0,123,invariableness
7319,4,invāʹſion,F.,,,n.,9.0,123,invasion
7320,3,invĕʹctive,L.,,,n.,10.0,123,invective
7321,2,inveiʹ_gh_,L.,,,v.,11.0,123,inveigh
7322,2,inveĭʹgle,,,,v.,12.0,123,inveigle
7323,3,invĕlōʹpe,F.,,,v.,13.0,123,invelope
7324,3,invĕʹnom,,,,v.,14.0,123,invenom
7325,4,invĕʹntion,F.,,,n.,15.0,123,invention
7326,3,invĕʹntive,F.,,,v.,16.0,123,inventive
7327,2,invĕʹrſe,,,,a.,17.0,123,inverse
7328,4,invĕʹrſion,,,,n.,18.0,123,inversion
7329,2,invĕʹrt,L.,,,v.,19.0,123,invert
7330,2,invĕʹft,F.,,,v.,20.0,123,inveft
7331,4,invĕʹſtĭgāte,L.,,,v.,21.0,123,investigate
7332,4,invĕʹſtĭtūre,L.,,,n.,22.0,123,investiture
7333,4,invĕʹtĕrāte,L.,,,a.,23.0,123,inveterate
7334,5,invĕʹtĕracy,,,,n.,24.0,123,inveteracy
7335,4,invĭʹdĭ_o_us,L.,,,a.,25.0,123,invidious
7336,4,inviʹgŏrāte,L.,,,v.,26.0,123,invigorate
7337,4,invĭʹncĭble,L.,,,a.,27.0,123,invincible
7338,5,invīʹŏlable,L.,,,a.,28.0,123,inviolable
7339,4,invīʹŏlāte,,,,a.,29.0,123,inviolate
7340,3,invīʹr_o_n,F.,,,v.,30.0,123,inviron
7341,4,invĭʹsĭble,L.,,,v.,31.0,123,invisible
7342,5,invĭtāʹtion,,,,n.,32.0,123,invitation
7343,2,invīʹte,L.,,,v.,33.0,123,invite
7344,5,inŭndāʹtion,L.,,,n.,34.0,123,inundation
7345,3,iʹnvŏcāte,L.,,,v.,35.0,123,invocate
7346,5,invŏcāʹtĭon,,,,n.,36.0,123,invocation
7347,2,iʹnvoyce,,,,n.,37.0,123,invoyce
7348,2,invŏʹlve,L.,,,v.,38.0,123,involve
7349,5,invŏʹlŭntăry,L.,,,a.,39.0,123,involuntary
7350,5,invŏlūʹtion,,,,n.,40.0,123,involution
7351,2,inūʹre,,,,v.,41.0,123,inure
7352,5,inūtĭʹlĭty,L.,,,n.,42.0,123,inutility
7353,5,invŭʹlnĕrable,L.,,,a.,43.0,123,invulnerable
7354,2,iʹnward,,,,a.,44.0,123,inward
7355,1,jobb,,,,n.,45.0,123,jobb
7356,2,jŏbb_e_r,,nbSyll>1 et pas d'accent tonic,,n.,46.0,123,jobber
7357,1,jobe,,,,v.,47.0,123,jobe
7358,2,jŏʹckey,,,,v.,48.0,123,jockey
7359,2,jŏcōʹſe,L.,,,a.,49.0,123,jocose
7360,3,jŏcōʹſ_e_neſs,L.,,,n.,50.0,123,jocoseness
7361,2,jōʹcŭnd,,,,a.,51.0,123,jocund
7362,1,jog,,,,v.,52.0,123,jog
7363,2,jŏʹggle,,,,v.,53.0,123,joggle
7364,1,join,,,,v.,54.0,123,join
7365,2,joiʹner,,,,n.,55.0,123,joiner
7366,2,joiʹning,,,,n.,56.0,123,joining
7367,1,joint,,,,n.,57.0,123,joint
7368,2,joĭʹnt_e_r,,,,n.,58.0,123,jointer
7369,2,joiʹntŭre,L.,,,n.,59.0,123,jointure
7370,1,joiſts,,,,n.,60.0,123,joists
7371,1,jōke,,,,v.,61.0,123,joke
7372,3,jŏʹllĭty,,,,n.,62.0,123,jollity
7373,2,jŏʹlly,,,,a.,63.0,123,jolly
7374,1,jolt,,,,v.,64.0,123,jolt
7375,3,iôʹnĭc,,,,n.,65.0,123,ionic
7376,2,jŏʹnquil,,,,n.,66.0,123,jonquil
7377,2,joʹſtle,,,,v.,67.0,123,jostle
7378,1,jot,,,,n.,68.0,123,jot
7379,1,jōve,,,,n.,69.0,123,jove
7380,3,jŏʹvĭal,L.,,,a.,70.0,123,jovial
7381,2,j_o_ŭʹrnal,F.,,,n.,71.0,123,journal
7382,2,j_o_ŭʹrney,F.,,,n.,72.0,123,journey
7383,3,j_o_ŭʹrneymăn,,,,n.,73.0,123,journeyman
7384,1,jȯẇl,,,,n.,2.0,124,jowl
7385,1,joy,F.,,,n.,3.0,124,joy
7386,2,joʹyful,,,,a.,4.0,124,joyful
7387,2,joʹyleſs,,,,a.,5.0,124,joyless
7388,2,joyʹnd_e_r,,,,n.,6.0,124,joynder
7389,2,joʹyning,,,,n.,7.0,124,joyning
7390,1,joint,,,,a.,8.0,124,joint
7391,6,irăfcĭbĭʹlĭty,,,,n.,9.0,124,irafcibility
7392,4,irăʹfcĭble,L.,,,a.,10.0,124,irafcible
7393,1,īre,L.,,,n.,11.0,124,ire
7394,2,īʹrĭs,,,,n.,12.0,124,iris
7395,2,iʹrksŏme,,,,a.,13.0,124,irksome
7396,1,īr_o_n,,,,n.,14.0,124,iron
7397,3,īʹrŏny,G.,,,n.,15.0,124,irony
7398,4,īrōʹnĭcal,,,,a.,16.0,124,ironical
7399,4,irrăʹdĭāte,L.,,,v.,17.0,124,irradiate
7400,5,irrăʹtional,L.,,,a.,18.0,124,irrational
7401,7,irrătionăʹlĭty,,,,n.,19.0,124,irrationality
7402,6,irrĕcŏncīl_e_able,F.,nbSyll>1 et pas d'accent tonic,,a.,20.0,124,irreconcileable
7403,6,irrecŏʹvĕrable,L.,,,a.,21.0,124,irrecoverable
7404,5,irrĕfrāʹgable,,,,a.,22.0,124,irrefragable
7405,4,irrĕʹgŭlar,L.,,,a.,23.0,124,irregular
7406,6,irrĕgŭlăʹrĭty,L.,,,n.,24.0,124,irregularity
7407,5,irrĕlĭʹgĭon,L.,,,n.,25.0,124,irreligion
7408,5,irrĕlĭʹgĭ_o_us,,,,a.,26.0,124,irreligious
7409,6,irrĕmĕʹdĭable,L.,,,a.,27.0,124,irremediable
7410,5,irrĕʹpărable,L.,,,a.,28.0,124,irreparable
7411,6,irrĕprĕhĕʹnsĭble,L.,,,a.,29.0,124,irreprehensible
7412,5,irrĕproaʹchable,L.,,,a.,30.0,124,irreproachable
7413,5,irrĕsĭʹſtĭble,L.,,,a.,31.0,124,irresistible
7414,4,irrĕʹsŏlūte,L.,,,a.,32.0,124,irresolute
7415,6,irrĕsŏlūʹtion,,,,n.,33.0,124,irresolution
7416,5,irrĕtrieʹvable,F.,,,a.,34.0,124,irretrievable
7417,4,irrĕʹvĕrĕnce,F.,,,n.,35.0,124,irreverence
7418,4,irrĕʹvĕrent,,,,a.,36.0,124,irreverent
7419,5,irrĕvĕʹrsĭble,F.,,,a.,37.0,124,irreversible
7420,5,irrĕvŏʹcable,L.,,,a.,38.0,124,irrevocable
7421,4,irrĭʹgū_o_us,,,,a.,39.0,124,irriguous
7422,3,iʹrrĭtāte,L.,,,v.,40.0,124,irritate
7423,5,irrĭtāʹtion,,,,n.,41.0,124,irritation
7424,4,irrŭʹption,L.,,,n.,42.0,124,irruption
7425,3,ĭʹſcūry,,,,n.,43.0,124,iscury
7426,3,īʹsĭcle,,,,n.,44.0,124,isicle
7427,3,īʹsĭnglăſs,,,,n.,45.0,124,isinglass
7428,2,īʹslănd,,,,n.,46.0,124,island
7429,3,īʹslănd_e_r,,,,n.,47.0,124,islander
7430,1,īsle,F.,,,n.,48.0,124,isle
7431,4,isŏʹc_h_rŏnal,,,,a.,49.0,124,isochronal
7432,5,isŏmĕʹrĭā,G.,,,n.,50.0,124,isomeria
7433,4,isŏʹſcĕlès,G.,,,n.,51.0,124,isosceles
7434,2,iʹſsūe,F.,,,n.,52.0,124,issue
7435,3,iſt_h_mĭʹan,,,,n.,53.0,124,isthmian
7436,2,iʹſt_h_mus,G.,,,n.,54.0,124,isthmus
7437,4,ĭtăʹlĭan,,,,a.,55.0,124,italian
7438,3,ĭtăʹlĭc,,,,a.,56.0,124,italic
7439,3,ĭʹtăly,,,,n.,57.0,124,italy
7440,1,itch,,,,n.,58.0,124,itch
7441,2,īʹtem,L.,,,n.,59.0,124,item
7442,3,ĭʹtĕrāte,L.,,,v.,60.0,124,iterate
7443,4,itĭʹnĕrănt,,,,a.,61.0,124,itinerant
7444,5,itĭʹnĕrâry,,,,n.,62.0,124,itinerary
7445,3,jūʹbĭlè,,,,n.,63.0,124,jubile
7446,4,jūdāʹĭcal,,,,a.,64.0,124,judaical
7447,3,jūʹdȧifm,,,,n.,65.0,124,judaifm
7448,3,jūʹdăīze,,,,a.,66.0,124,judaize
7449,1,jŭdge,,,,n.,67.0,124,judge
7450,2,jŭʹdgment,,,,n.,68.0,124,judgment
7451,4,jūʹdĭcătūre,,,,n.,69.0,124,judicature
7452,4,jūdĭʹcĭal,,,,a.,70.0,124,judicial
7453,4,jūdĭʹcĭous,,,,a.,71.0,124,judicious
7454,1,jŭg,,,,n.,72.0,124,jug
7455,2,jŭʹggle,,,,v.,73.0,124,juggle
7456,2,jŭʹggler,,,,a.,2.0,125,juggler
7457,1,jū_i_ce,,,,n.,3.0,125,juice
7458,3,jū_i_ʹcĭneſs,,,,n.,4.0,125,juiciness
7459,2,jūʹlap,,,,n.,5.0,125,julap
7460,2,jūʹlĭan,,,,n.,6.0,125,julian
7461,2,jūlyʹ,,,,n.,7.0,125,july
7462,2,jŭʹmbals,,,,n.,8.0,125,jumbals
7463,2,jŭʹmble,,,,v.,9.0,125,jumble
7464,1,jŭmp,,,,v.,10.0,125,jump
7465,1,jŭmps,,,,n.,11.0,125,jumps
7466,2,jŭʹncto,,,,n.,12.0,125,juncto
7467,2,jŭʹnctūre,,,,n.,13.0,125,juncture
7468,1,jūne,,,,n.,14.0,125,june
7469,3,jūʹnĭor,,,,a.,15.0,125,junior
7470,3,jūʹnĭp_e_r,,,,n.,16.0,125,juniper
7471,1,jŭnk,,,,n.,17.0,125,junk
7472,3,jŭʹnkĕtting,,,,n.,18.0,125,junketting
7473,2,jūʹno,,,,n.,19.0,125,juno
7474,3,īʹvŏry,,,,n.,20.0,125,ivory
7475,3,jūʹpĭt_e_r,,,,n.,21.0,125,jupiter
7476,2,jūʹrăts,,,,n.,22.0,125,jurats
7477,4,jūrĭʹdĭcal,,,,a.,23.0,125,juridical
7478,5,jūrĭſdĭʹction,,,,n.,24.0,125,jurisdiction
7479,4,jūrĭſprūʹdence,L.,,,n.,25.0,125,jurisprudence
7480,2,jūʹrŏr,,,,n.,26.0,125,juror
7481,2,jūʹry,,,,n.,27.0,125,jury
7482,1,jŭſt,L.,,,n.,28.0,125,just
7483,2,jŭʹſtĭce,L.,,,n.,29.0,125,justice
7484,5,jŭſtĭʹcĭary,,,,n.,30.0,125,justiciary
7485,5,jŭſtĭfīʹable,,,,a.,31.0,125,justifiable
7486,6,jŭſtĭfĭcāʹtion,,,,n.,32.0,125,justification
7487,3,jŭʹſtĭfy,,,,v.,33.0,125,justify
7488,1,jŭſts,,,,n.,34.0,125,justs
7489,1,jŭt,L.,,,v.,35.0,125,jut
7490,3,jūʹvĕnīle,,,,a.,36.0,125,juvenile
7491,2,īʹvy,,,,n.,37.0,125,ivy
7492,3,kaʹlĕnd_a_r or caʹlĕnd_a_r,,,,n.,2.0,125,kalendar or calendar
7493,2,kăʹleĕds,,,,n.,3.0,125,kaleeds
7494,2,kāʹlī,,,,n.,4.0,125,kali
7495,1,kăn,,,,n.,5.0,125,kan
7496,1,kaw,,,,v.,6.0,125,kaw
7497,1,kay,,,,n.,7.0,125,kay
7498,2,kaʹyage,,,,n.,8.0,125,kayage
7499,2,kĕʹckle,,,,v.,9.0,125,keckle
7500,1,kecks,,,,n.,10.0,125,kecks
7501,2,kĕʹdger,,,,n.,11.0,125,kedger
7502,1,keel,,,,n.,12.0,125,keel
7503,2,keeʹlage,,,,n.,13.0,125,keelage
7504,3,keelhāʹling,,,,n.,14.0,125,keelhaling
7505,2,keeʹlſon,,,,n.,15.0,125,keelson
7506,1,keen,,,,a.,16.0,125,keen
7507,1,keep,,,,n.,17.0,125,keep
7508,2,keeʹper,,,,n.,18.0,125,keeper
7509,1,keeʹve,,,,n.,19.0,125,keeve
7510,1,keg,,,,n.,20.0,125,keg
7511,1,ken,,,,v.,21.0,125,ken
7512,2,kĕʹnnel,,,,n.,22.0,125,kennel
7513,2,kĕʹnnets,,,,n.,23.0,125,kennets
7514,2,kĕʹrmès,,,,n.,24.0,125,kermes
7515,2,kĕʹrnel,,,,n.,25.0,125,kernel
7516,2,kĕʹrfey,,,,n.,26.0,125,kerfey
7517,1,ketch,,,,n.,27.0,125,ketch
7518,2,kĕttle,,nbSyll>1 et pas d'accent tonic,,n.,28.0,125,kettle
7519,1,key,,,,n.,29.0,125,key
7520,1,kībes,,,,n.,30.0,125,kibes
7521,1,kĭck,,,,v.,31.0,125,kick
7522,1,kĭd,,,,n.,32.0,125,kid
7523,3,kĭʹdnăpp_e_r,,,,n.,33.0,125,kidnapper
7524,2,kĭʹdney,,,,n.,2.0,126,kidney
7525,2,kĭʹdneys,,,,n.,3.0,126,kidneys
7526,3,kĭʹldĕrkin,,,,n.,4.0,126,kilderkin
7527,1,kĭll,,,,v.,5.0,126,kill
7528,2,kĭʹllo_w_,,,,n.,6.0,126,killow
7529,1,kĭl_n_,,,,n.,7.0,126,kiln
7530,1,kīnd,,,,n.,8.0,126,kind
7531,2,kĭʹndle,,,,v.,9.0,126,kindle
7532,2,kīʹndneſs,,,,n.,10.0,126,kindness
7533,1,kīne,,,,n.,11.0,126,kine
7534,1,kĭng,,,,n.,12.0,126,king
7535,2,kĭʹngdom,,,,n.,13.0,126,kingdom
7536,2,kĭʹnsfolk,,,,n.,14.0,126,kinsfolk
7537,2,kĭʹnſmăn,,,,n.,15.0,126,kinsman
7538,3,kĭʹnſwŏmăn,,,,n.,16.0,126,kinswoman
7539,1,kĭrk,,,,n.,17.0,126,kirk
7540,1,kĭʹrtle,,,,n.,18.0,126,kirtle
7541,1,kĭſs,,,,n.,19.0,126,kiss
7542,1,kĭt,,,,n.,20.0,126,kit
7543,2,kĭʹtchen,,,,n.,21.0,126,kitchen
7544,1,kīte,,,,n.,22.0,126,kite
7545,2,kĭʹtling,,,,n.,23.0,126,kitling
7546,1,_k_năck,,,,n.,24.0,126,knack
7547,2,_k_năʹpſac,,,,n.,25.0,126,knapsac
7548,1,_k_nāve,,,,n.,26.0,126,knave
7549,2,_k_nāʹv_e_ry,,,,n.,27.0,126,knavery
7550,5,_k_nāʹviſh,,,,a.,28.0,126,knavish
7551,1,knead,,,,v.,29.0,126,knead
7552,1,knee,,,,n.,30.0,126,knee
7553,2,kneeʹling,,,,n.,31.0,126,kneeling
7554,1,knell,,,,n.,32.0,126,knell
7555,1,_k_nīfe,,,,n.,33.0,126,knife
7556,1,_k_nī_gh_t,,,,n.,34.0,126,knight
7557,2,_k_nīʹ_gt_hood,,,,n.,35.0,126,knigthood
7558,1,_k_nĭt,,,,v.,36.0,126,knit
7559,1,_k_nŏb,,,,n.,37.0,126,knob
7560,1,_k_nŏck,,,,v.,38.0,126,knock
7561,1,_k_nŏt,,,,n.,39.0,126,knot
7562,1,_k_nо_w_,,,,v.,40.0,126,know
7563,2,_k_nŏʹ_w_lĕdge,,,,n.,41.0,126,knowledge
7564,2,_k_nŭʹckles,,,,n.,42.0,126,knuckles
7565,2,lāʹbel,L.,,,n.,2.0,126,label
7566,3,lāʹbĭal,,,,a.,3.0,126,labial
7567,5,lăʹbŏrătory,F.,,,n.,4.0,126,laboratory
7568,4,lăbōʹrĭ_o_us,L.,,,a.,5.0,126,laborious
7569,2,lāʹbo_u_r,L.,,,n.,6.0,126,labour
7570,3,lāʹbo_u_rer,,,,n.,7.0,126,labourer
7571,3,lăʹby̆rinth,F.,,,n.,8.0,126,labyorinth
7572,2,lăʹcca,,,,n.,9.0,126,lacca
7573,1,lāce,,,,n.,10.0,126,lace
7574,4,lăʹcĕrable,L.,,,a.,11.0,126,lacerable
7575,3,lăʹcĕrāte,L.,,,v.,12.0,126,lacerate
7576,5,lăcĕrāʹtion,,,,n.,13.0,126,laceration
7577,3,lăc_h_ēſis,,nbSyll>1 et pas d'accent tonic,,n.,14.0,126,lachesis
7578,1,lăck,,,,v.,15.0,126,lack
7579,2,lăʹck_e_r,,,,n.,16.0,126,lacker
7580,2,lăʹckey,,,,n.,17.0,126,lackey
7581,3,lacōʹnic,G.,,,n.,18.0,126,laconic
7582,4,lăctāʹtion,,,,n.,19.0,126,lactation
7583,3,lăctėʹȧl,,,,a.,20.0,126,lacteal
7584,4,lăctĭʹfĭcal,,,,a.,21.0,126,lactifical
7585,1,lăd,,,,n.,22.0,126,lad
7586,2,lăʹdd_e_r,L.,,,n.,23.0,126,ladder
7587,1,lāde,,,,v.,24.0,126,lade
7588,2,lāʹding,,,,n.,25.0,126,lading
7589,2,lāʹdle,,,,n.,26.0,126,ladle
7590,2,lāʹdy,,,,n.,27.0,126,lady
7591,1,lăg,,,,v.,28.0,126,lag
7592,2,laʹgon,,,,n.,2.0,127,lagon
7593,2,lāʹic,F.,,,a.,3.0,127,laic
7594,1,lair,,,,n.,4.0,127,lair
7595,3,lāʹĭty,,,,n.,5.0,127,laity
7596,1,lāke,L.,,,n.,6.0,127,lake
7597,2,lāʹmā,,,,n.,7.0,127,lama
7598,1,lăm_b_,,,,n.,8.0,127,lamb
7599,2,lăʹmbĕnt,L.,,,a.,9.0,127,lambent
7600,2,lăʹm_b_kin,,,,n.,10.0,127,lambkin
7601,1,lāme,,,,n.,11.0,127,lame
7602,3,lamĕʹllæ,,,,n.,12.0,127,lamellæ
7603,2,lāʹm_e_neſs,,,,n.,13.0,127,lameness
7604,2,lămĕʹnt,L.,,,v.,14.0,127,lament
7605,4,lāʹmĕntable,L.,,,a.,15.0,127,lamentable
7606,5,lamentāʹtion,,,,n.,16.0,127,lamentation
7607,3,lăʹmĭnā,L.,,,n.,17.0,127,lamina
7608,4,lăʹmĭnātĕd,,,,a.,18.0,127,laminated
7609,2,lăʹmmas,,,,n.,19.0,127,lammas
7610,1,lămp,F.,,,n.,20.0,127,lamp
7611,4,lāmpāʹdĭas,,,,n.,21.0,127,lampadias
7612,2,lăʹmp_e_rs,,,,n.,22.0,127,lampers
7613,2,lămpooʹn,,,,n.,23.0,127,lampoon
7614,2,lăʹmprey,,,,n.,24.0,127,lamprey
7615,1,lănce,L.,,,n.,25.0,127,lance
7616,2,lăʹncĕt,F.,,,n.,26.0,127,lancet
7617,1,lănch,L.,,,v.,27.0,127,lanch
7618,1,lănd,,,,n.,28.0,127,land
7619,2,lăʹndgrāve,,,,n.,29.0,127,landgrave
7620,4,lăndgrāʹvĭāte,,,,n.,30.0,127,landgraviate
7621,3,lăʹndlādy,,,,n.,31.0,127,landlady
7622,3,lăʹndlŏcked,,,,a.,32.0,127,landlocked
7623,2,lăʹndlord,,,,n.,33.0,127,landlord
7624,2,lăʹndreſs,,,,n.,34.0,127,landress
7625,2,lăʹndry,F.,,,n.,35.0,127,landry
7626,2,lăʹndſcāpe,,,,n.,36.0,127,landscape
7627,1,lāne,,,,n.,37.0,127,lane
7628,2,lăʹngrel,,,,n.,38.0,127,langrel
7629,2,lăʹng_u_age,F.,,,n.,39.0,127,language
7630,2,lăʹnguid,L.,,,a.,40.0,127,languid
7631,2,lăʹnguiſh,F.,,,v.,41.0,127,languish
7632,3,lăʹnguiſhment,,,,n.,42.0,127,languishment
7633,2,lăʹngo_u_r,L.,,,n.,43.0,127,langour
7634,1,lănk,,,,a.,44.0,127,lank
7635,3,lănſquĭʹnet,,,,n.,45.0,127,lansquinet
7636,2,lăʹntĕrn,,,,n.,46.0,127,lantern
7637,1,lăp,,,,n.,47.0,127,lap
7638,4,lăʹpĭdăry,,,,n.,48.0,127,lapidary
7639,5,lăpĭdāʹtion,,,,n.,49.0,127,lapidation
7640,2,lăʹppĕt,,,,n.,50.0,127,lappet
7641,1,lăpfe,,,,n.,51.0,127,lapfe
7642,3,lăʹpsĭded,,,,a.,52.0,127,lapsided
7643,2,lăʹpwing,,,,n.,53.0,127,lapwing
7644,2,lăʹrboard,,,,n.,54.0,127,larboard
7645,3,lăʹrcĕny,F.,,,n.,55.0,127,larceny
7646,1,lărch,,,,n.,56.0,127,larch
7647,1,lărd,,,,n.,57.0,127,lard
7648,2,lăʹrd_e_r,F.,,,n.,58.0,127,larder
7649,2,lăʹrès,,,,n.,59.0,127,lares
7650,1,lārge,L.,,,n.,60.0,127,large
7651,2,lăʹrgĕſs,F.,,,n.,61.0,127,largess
7652,2,lăʹrgo,,,,n.,62.0,127,largo
7653,1,lărk,,,,n.,63.0,127,lark
7654,2,lăʹrmier,,,,n.,64.0,127,larmier
7655,2,lāʹrynx,G.,,,n.,65.0,127,larynx
7656,4,lăſcĭʹvĭous,L.,,,a.,66.0,127,lascivious
7657,5,lăſcĭʹvĭouſnĕſs,,,,n.,67.0,127,lasciviousness
7658,1,lăſh,,,,v.,68.0,127,lash
7659,1,lăſs,,,,n.,69.0,127,lass
7660,3,lăʹſsĭtūde,L.,,,n.,70.0,127,lassitude
7661,1,lăſt,,,,n.,71.0,127,last
7662,2,lăʹſtage,,,,n.,72.0,127,lastage
7663,1,lătch,,,,n.,73.0,127,latch
7664,2,lăʹtchet,F.,,,n.,2.0,128,latchet
7665,1,lāte,,,,a.,3.0,128,late
7666,2,lăʹtent,L.,,,a.,4.0,128,latent
7667,3,lăʹrĕral,L.,,,a.,5.0,128,lareral
7668,1,lăth,,,,n.,6.0,128,lath
7669,1,lāthe,,,,n.,7.0,128,lathe
7670,2,lăʹther,,,,n.,8.0,128,lather
7671,2,lăʹtin,,,,n.,9.0,128,latin
